"","X","ประเภทสถานศึกษา","ที่ตั้งสถานศึกษา","จำนวนรายวิชาที่ลงทะเบียน","จำนวนรายวิชาonline","จำนวนรายวิชาonsite","ระดับความพร้อมสถานศึกษา","videoConference","Live","LMS","groupChat","email","collapApps","clipVideo","อายุเฉลี่ยผู้สอน","ภาพรวมความสามารถในการใช้สื่อเทคโนโลยีของผู้สอน","climate.online1","climate.online2","climate.online3","climate.onsite1","climate.onsite2","climate.onsite3","เพศผู้เรียน","ระดับชั้น","ภูมิลำเนา","สไตล์การเรียนที่ชอบ","smartphone","ipad","computer","ความพร้อมของinternet","บรรยากาศที่พักอาศัย","ความสามารถผู้เรียนในการใช้เทคโนโลยี","ความคิดเห็นต่อการเรียน","interaction.online1","interaction.online2","interaction.online3","interaction.onsite1","interaction.onsite2","interaction.onsite3","ความเครียดขณะเรียนonline","ความเครียดขณะเรียนonsite","outcome.online1","outcome.online2","outcome.online3","outcome.online4","outcome.onsite1","outcome.onsite2","outcome.onsite3","outcome.onsite4"
"317",317,"โรงเรียนมัธยมศึกษา","กลาง",7,4,3,2,1,1,0,0,0,0,1,1,2,3,4,3,5,2,5,1,1,"กลาง",2,1,0,1,1,1,1,1,3,2,2,2,2,2,3,5,2,1,2,36.6927971670959,3,2,1,48.6543392570767
"318",318,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,3,1,0,1,0,1,1,1,2,1,1,1,2,1,2,1,1,1,"กลาง",2,1,0,1,1,2,1,3,2,1,NA,3,3,3,4,5,1,2,1,19.4784434082422,2,1,2,44.387884549946
"319",319,"โรงเรียนมัธยมศึกษา","กลาง",8,5,3,3,1,0,1,0,1,1,0,2,2,2,3,2,4,NA,5,2,1,"กลาง",1,1,0,1,1,1,2,3,3,2,3,NA,3,3,2,2,2,2,1,48.7624710905564,1,2,2,37.238408373377
"320",320,"โรงเรียนมัธยมศึกษา","กลาง",8,0,8,1,0,0,0,0,0,0,0,2,2,1,4,3,5,4,4,2,1,"กลาง",1,1,0,1,1,1,1,1,3,2,2,1,2,2,3,5,1,1,1,32.0741350701224,2,2,1,36.5393227272065
"321",321,"โรงเรียนมัธยมศึกษา","กลาง",8,7,1,5,1,1,0,0,0,0,1,1,3,NA,5,3,4,3,5,2,1,"กลาง",2,1,0,NA,1,1,2,2,3,3,3,2,2,2,4,3,3,3,2,52.1496817025038,2,1,2,33.6960545719302
"322",322,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,4,0,0,0,0,1,1,1,3,2,3,2,1,5,3,NA,1,1,"กลาง",1,1,0,1,1,1,2,2,2,3,2,2,3,2,3,1,1,2,3,50.1417460376124,2,3,3,48.480427501091
"323",323,"โรงเรียนมัธยมศึกษา","กลาง",9,2,7,2,0,1,1,0,0,1,1,2,2,2,5,2,2,1,1,1,1,"กลาง",1,1,1,1,0,2,2,3,2,2,3,3,4,2,1,5,2,2,NA,40.5949804929275,2,3,2,52.538641007569
"324",324,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,4,1,1,0,0,1,1,0,2,1,2,1,3,1,3,3,1,1,"กลาง",1,1,0,1,1,2,1,3,3,2,3,3,2,2,5,5,4,2,3,48.164166819059,1,1,1,33.4675749961556
"325",325,"โรงเรียนมัธยมศึกษา","กลาง",8,2,6,1,1,0,0,1,1,1,1,2,2,2,4,3,2,1,2,1,1,"กลาง",1,1,0,1,1,2,NA,1,2,2,3,3,2,2,4,3,2,3,1,40.4334392693624,1,1,2,41.5678915378177
"326",326,"โรงเรียนมัธยมศึกษา","กลาง",9,4,5,1,1,1,1,0,1,1,1,2,3,2,4,4,4,NA,5,1,1,"กลาง",2,1,0,1,1,1,1,3,3,3,3,NA,1,3,5,3,1,1,3,50.5210715117332,1,1,2,32.9892125985103
"327",327,"โรงเรียนมัธยมศึกษา","กลาง",9,9,0,4,0,0,1,0,0,0,1,2,2,1,2,3,5,NA,3,2,1,"ใต้",1,0,0,1,1,2,1,1,2,2,2,3,2,1,4,5,1,1,NA,32.2323702244156,1,1,1,35.7917958987198
"328",328,"โรงเรียนมัธยมศึกษา","กลาง",8,0,8,1,0,0,0,0,0,0,0,2,3,1,3,3,4,5,5,1,1,"กลาง",1,1,0,1,1,2,3,1,2,2,2,2,2,3,4,3,2,1,2,33.8174978239808,1,1,1,31.0380677128834
"329",329,"โรงเรียนมัธยมศึกษา","กลาง",9,8,1,5,0,0,0,0,0,1,1,2,2,NA,3,5,2,1,3,1,1,"กลาง",2,1,1,1,1,2,3,3,3,4,3,2,2,2,1,1,1,1,1,31.7191098294334,2,NA,1,42.0225606591493
"330",330,"โรงเรียนมัธยมศึกษา","กลาง",8,7,1,4,1,0,1,0,0,1,0,1,3,5,4,5,4,2,1,1,1,"กลาง",2,1,0,1,1,2,2,3,3,3,3,2,2,2,3,4,1,1,1,47.365005132482,1,1,1,35.1352029039421
"331",331,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,3,1,0,1,1,1,1,0,1,3,3,3,5,3,NA,4,1,1,"กลาง",1,1,0,1,1,1,2,2,5,4,4,1,2,1,2,1,3,4,3,56.3644330624002,1,2,NA,26.3052101268496
"332",332,"โรงเรียนมัธยมศึกษา","กลาง",7,7,0,3,1,0,1,1,1,1,1,2,2,3,3,2,1,2,2,1,1,"กลาง",2,1,0,1,1,2,1,3,2,2,2,2,2,2,5,2,3,2,2,43.0427985465174,1,1,1,27.1669946038642
"333",333,"โรงเรียนมัธยมศึกษา","กลาง",9,9,0,5,0,1,0,0,1,1,1,2,3,4,3,3,1,2,3,2,1,"กลาง",1,0,1,1,1,1,1,3,2,3,3,2,2,2,3,5,1,1,3,49.8286778410637,1,1,1,44.4447685768842
"334",334,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,3,0,1,0,0,1,1,1,2,2,4,3,1,5,4,5,2,1,"กลาง",1,1,0,1,1,1,1,3,3,3,3,NA,3,3,4,1,1,2,1,32.9214829678355,2,2,2,39.348487122402
"335",335,"โรงเรียนมัธยมศึกษา","กลาง",8,0,8,2,0,0,0,0,0,0,0,2,2,2,1,NA,4,5,5,1,1,"ใต้",1,1,1,1,1,2,3,1,2,2,3,2,3,2,1,3,1,1,1,20.5913058370765,1,1,3,44.7728428856119
"336",336,"โรงเรียนมัธยมศึกษา","กลาง",8,6,2,3,1,1,1,0,1,1,1,1,3,4,4,3,3,2,2,2,1,"กลาง",1,1,0,1,1,2,2,3,3,3,4,2,2,2,1,1,2,2,2,40.1432488884347,1,1,1,30.6748759345276
"337",337,"โรงเรียนมัธยมศึกษา","กลาง",7,7,0,2,0,0,0,1,0,1,0,2,2,4,3,1,3,1,2,1,1,"อิสาน",1,0,0,1,1,2,1,1,1,1,1,2,2,3,5,2,1,1,1,22.136985675882,2,2,1,48.8395601080522
"338",338,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,3,0,1,0,1,0,1,1,1,2,2,5,3,1,1,1,2,1,"กลาง",3,1,1,1,1,1,3,2,4,5,4,3,1,2,NA,3,2,3,2,40.2132082970192,1,1,1,44.1003647182765
"339",339,"โรงเรียนมัธยมศึกษา","กลาง",9,9,0,4,0,1,0,0,1,0,1,2,2,2,3,3,1,3,3,2,1,"กลาง",1,0,0,NA,1,1,1,3,3,2,2,2,2,3,5,1,1,1,1,25.5580860459748,1,1,2,37.1652386297713
"340",340,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,5,0,1,0,0,1,1,1,2,2,3,2,3,1,2,1,2,1,"กลาง",3,1,0,1,1,2,2,2,2,2,3,2,2,3,NA,2,2,1,1,37.5751156563097,2,2,3,55.078094959895
"341",341,"โรงเรียนมัธยมศึกษา","กลาง",7,7,0,3,0,1,1,0,1,1,1,3,1,5,2,2,1,1,1,2,1,"เหนือ",1,1,0,0,1,2,1,1,1,1,1,3,2,3,3,4,1,1,1,27.0478482292486,2,2,4,50.3207280946216
"342",342,"โรงเรียนมัธยมศึกษา","กลาง",7,7,0,4,1,0,1,0,1,1,1,1,2,5,NA,3,5,4,4,2,1,"กลาง",2,1,0,1,1,1,1,3,3,3,3,1,1,1,1,2,1,2,2,45.086178696596,1,1,1,32.964670938595
"343",343,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,3,1,0,0,0,1,1,0,2,3,5,NA,5,5,5,5,2,1,"กลาง",2,1,1,0,1,1,1,3,2,2,2,2,2,2,5,3,1,2,3,40.1265477025767,1,1,1,39.1762099802934
"344",344,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,3,1,0,1,1,1,0,1,2,3,3,4,4,3,2,NA,1,1,"กลาง",1,1,0,1,1,1,3,2,3,4,3,2,1,2,4,3,1,1,3,47.5229293281086,1,1,1,24.8949436092008
"345",345,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,3,0,0,0,0,0,1,1,2,2,3,2,1,5,3,5,1,1,"กลาง",3,1,1,1,1,NA,3,2,3,4,4,2,3,2,2,1,2,2,3,49.3426732804135,2,2,1,46.900187072163
"346",346,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,4,0,1,0,0,1,1,1,2,2,2,3,1,5,NA,5,2,1,"ใต้",1,1,0,1,1,2,2,3,NA,2,3,2,2,2,3,5,2,2,2,55.205409674705,1,1,3,38.4950189706138
"347",347,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,4,0,0,1,1,1,1,1,2,2,3,3,4,5,3,NA,1,1,"กลาง",1,1,0,1,1,2,1,3,2,2,2,2,2,2,5,2,1,1,2,33.5014097290416,2,2,1,36.0332969188795
"348",348,"โรงเรียนมัธยมศึกษา","กลาง",8,1,7,1,0,1,1,0,0,0,1,1,3,5,5,3,1,1,2,2,1,"กลาง",2,1,0,1,1,2,1,3,3,3,3,2,2,2,5,3,1,1,1,31.2662876761928,2,1,2,49.2389678423503
"349",349,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,4,0,0,1,0,1,1,0,1,3,3,4,5,NA,3,3,2,1,"กลาง",1,1,0,1,1,2,1,3,3,3,3,2,1,1,3,4,2,3,1,31.7001827052176,1,2,1,32.0535172113651
"350",350,"โรงเรียนมัธยมศึกษา","กลาง",9,5,4,2,0,1,0,0,1,1,1,2,2,2,NA,2,1,4,1,2,1,"อิสาน",3,1,0,1,1,1,2,3,4,3,3,3,2,2,1,2,1,2,1,35.4379404424461,1,1,1,25.6923547978789
"351",351,"โรงเรียนมัธยมศึกษา","เหนือ",9,9,0,4,1,1,0,0,0,1,1,2,3,3,4,4,4,NA,5,2,1,"เหนือ",1,1,0,NA,1,1,1,3,2,2,3,2,2,3,3,5,2,2,2,41.9532408718137,1,1,1,43.9294363829362
"352",352,"โรงเรียนมัธยมศึกษา","เหนือ",8,7,1,3,1,1,0,1,1,1,1,2,2,3,NA,2,3,5,4,1,1,"เหนือ",1,0,0,1,0,2,1,1,2,2,2,2,2,3,1,5,1,2,1,28.2230556955254,1,1,1,27.9212535468946
"353",353,"โรงเรียนมัธยมศึกษา","เหนือ",9,9,0,2,1,0,0,0,0,0,0,1,3,NA,5,5,4,4,1,1,1,"เหนือ",2,1,1,0,1,1,1,3,3,3,4,2,2,2,1,3,2,1,2,47.998135570293,1,2,1,35.8718412967851
"354",354,"โรงเรียนมัธยมศึกษา","เหนือ",8,8,0,4,1,0,0,1,1,1,0,2,3,4,NA,5,4,4,1,1,1,"เหนือ",1,1,0,1,0,1,1,3,3,3,2,2,3,3,2,5,2,3,3,53.9025730712203,1,2,2,37.0246468390382
"355",355,"โรงเรียนมัธยมศึกษา","เหนือ",8,8,0,2,0,0,1,0,0,1,1,2,1,3,2,2,4,3,4,1,1,"เหนือ",1,1,0,1,1,1,2,3,3,3,2,2,2,3,2,2,1,1,1,14.3868900403406,2,1,1,43.5143634657436
"356",356,"โรงเรียนมัธยมศึกษา","เหนือ",8,8,0,3,1,0,0,0,1,1,1,2,3,5,2,NA,3,5,5,2,1,"เหนือ",3,0,0,0,0,1,1,1,2,2,2,2,2,2,3,5,2,1,1,29.6417035121779,1,1,1,21.7980598379296
"357",357,"โรงเรียนมัธยมศึกษา","เหนือ",9,8,1,3,0,0,0,0,1,1,1,2,3,5,4,NA,2,2,2,2,1,"เหนือ",2,1,0,1,1,2,2,3,2,3,3,2,2,2,2,4,NA,1,2,52.9572137246669,2,1,2,50.5968211518645
"358",358,"โรงเรียนมัธยมศึกษา","เหนือ",8,8,0,3,1,1,1,0,1,0,0,2,2,4,3,2,2,1,2,2,1,"เหนือ",1,0,1,1,1,1,1,3,3,2,3,2,1,3,5,4,1,1,1,28.5986415099445,1,1,1,27.3462924858303
"359",359,"โรงเรียนมัธยมศึกษา","เหนือ",7,7,0,2,1,0,1,0,1,1,1,3,2,1,1,3,3,2,1,1,1,"เหนือ",3,1,0,1,0,1,3,3,3,2,2,3,4,3,2,4,1,1,1,42.4587398809662,2,3,2,38.2799311831115
"360",360,"โรงเรียนมัธยมศึกษา","เหนือ",9,8,1,2,0,0,1,0,1,0,1,2,2,4,3,2,4,3,2,1,1,"เหนือ",2,1,0,1,0,2,1,3,3,3,2,2,2,3,4,4,1,2,1,27.2385408944053,2,3,1,34.4879450525474
"361",361,"โรงเรียนมัธยมศึกษา","เหนือ",8,8,0,3,1,0,1,1,0,1,1,3,2,1,2,2,4,2,3,1,1,"เหนือ",2,0,0,1,0,1,1,3,2,2,2,3,2,3,2,3,1,1,1,22.2291158377798,1,2,1,43.3181979995545
"362",362,"โรงเรียนมัธยมศึกษา","เหนือ",8,1,7,1,1,1,1,0,1,0,1,1,3,4,5,4,NA,4,5,1,1,"เหนือ",2,0,0,1,0,1,1,1,1,3,2,2,2,2,2,2,1,1,1,31.4487013491587,2,1,2,51.4260047855941
"363",363,"โรงเรียนมัธยมศึกษา","เหนือ",9,7,2,3,0,1,0,0,1,0,0,2,3,4,3,3,2,3,3,2,1,"เหนือ",2,1,0,0,1,2,1,1,2,2,2,2,2,2,5,NA,1,2,1,37.9188629815611,1,2,1,25.2056994205981
"364",364,"โรงเรียนมัธยมศึกษา","เหนือ",9,9,0,4,0,0,0,1,0,1,0,2,3,4,5,5,4,NA,3,2,1,"เหนือ",1,1,0,1,0,2,1,3,2,2,2,2,2,2,1,3,2,1,1,34.299817014334,2,2,1,46.388502790155
"365",365,"โรงเรียนมัธยมศึกษา","เหนือ",9,9,0,4,1,1,1,0,0,1,1,2,3,5,4,NA,4,5,3,1,1,"เหนือ",2,0,0,1,1,2,1,1,1,1,1,3,2,2,5,3,2,1,2,NA,3,2,2,50.2929932345186
"366",366,"โรงเรียนมัธยมศึกษา","เหนือ",9,0,9,1,0,0,0,0,0,0,0,1,3,5,4,4,5,NA,5,2,1,"เหนือ",1,1,0,1,1,1,1,1,2,2,1,1,2,3,4,4,2,1,1,30.8485789728007,1,1,2,45.5499633295763
"367",367,"โรงเรียนมัธยมศึกษา","เหนือ",8,6,2,2,0,1,0,0,1,1,0,2,2,3,3,3,1,3,1,2,1,"เหนือ",2,1,0,1,1,2,1,1,2,2,2,2,2,3,5,5,1,1,1,25.5760078460917,1,1,1,22.2977300126355
"368",368,"โรงเรียนมัธยมศึกษา","เหนือ",8,8,0,3,1,1,1,0,1,1,1,2,1,3,2,2,3,3,5,1,1,"เหนือ",1,0,1,1,0,1,2,3,2,3,3,2,2,3,4,4,2,1,1,34.4251654380035,2,1,1,31.1066308748041
"369",369,"โรงเรียนมัธยมศึกษา","เหนือ",9,9,0,3,1,1,1,1,1,0,0,2,1,3,1,1,1,4,2,2,1,"เหนือ",2,1,0,1,0,1,NA,3,3,2,2,3,3,3,1,3,2,1,1,39.4191801512926,2,1,1,50.5854652900368
"370",370,"โรงเรียนมัธยมศึกษา","เหนือ",9,9,0,3,0,1,0,1,1,1,1,2,2,NA,4,5,4,3,5,1,1,"กลาง",1,1,NA,1,0,1,2,2,3,3,3,3,3,2,4,5,1,2,2,43.4328593376385,1,1,1,31.420587524692
"371",371,"โรงเรียนมัธยมศึกษา","เหนือ",9,3,6,1,1,0,0,1,1,1,0,2,3,4,3,NA,3,4,5,1,1,"เหนือ",1,1,0,1,0,1,2,3,3,3,3,2,2,1,1,3,1,2,2,46.9182577071083,1,2,1,43.3165533358085
"372",372,"โรงเรียนมัธยมศึกษา","เหนือ",9,4,5,1,1,0,0,0,0,1,1,2,2,3,3,2,NA,4,5,2,1,"อิสาน",1,1,0,0,0,1,1,NA,2,1,2,3,2,3,5,2,2,1,2,50.5490767851488,2,1,1,27.2865128254106
"373",373,"โรงเรียนมัธยมศึกษา","เหนือ",9,0,9,1,0,0,0,0,0,0,0,2,2,2,3,3,4,3,5,2,1,"เหนือ",2,1,0,1,0,1,2,1,1,1,1,2,2,2,5,3,1,1,1,30.7671174043337,1,1,1,25.505007585123
"374",374,"โรงเรียนมัธยมศึกษา","เหนือ",9,9,0,3,1,1,1,0,1,0,1,2,2,1,2,3,3,5,NA,2,1,"เหนือ",1,1,0,1,0,1,2,3,3,2,1,3,2,3,2,5,2,2,2,45.4948536699499,1,1,1,25.4452638038456
"375",375,"โรงเรียนมัธยมศึกษา","เหนือ",8,8,0,4,0,1,1,0,1,1,1,2,2,2,3,4,2,3,3,2,1,"กลาง",2,1,1,1,1,1,3,2,3,5,5,2,2,2,1,3,3,2,NA,57.8371833541065,1,2,1,25.0409565380009
"376",376,"โรงเรียนมัธยมศึกษา","เหนือ",8,4,4,1,1,0,1,1,1,1,1,2,2,4,2,3,3,NA,3,2,1,"เหนือ",3,1,0,1,1,2,3,3,3,3,2,3,2,3,1,2,1,1,NA,31.7176930072019,1,1,2,56.7780945377451
"377",377,"โรงเรียนมัธยมศึกษา","เหนือ",9,9,0,3,1,1,1,0,0,1,0,3,2,2,2,3,2,1,2,1,1,"ใต้",1,1,0,1,1,2,1,3,2,3,2,3,4,2,5,4,3,2,1,40.4901655133501,1,1,1,28.4941731523393
"378",378,"โรงเรียนมัธยมศึกษา","เหนือ",7,6,1,2,0,1,1,1,1,0,1,2,3,3,3,5,3,2,NA,1,1,"เหนือ",2,0,0,1,0,1,1,1,1,1,1,3,3,3,4,1,1,1,1,23.3687788098702,1,2,1,31.4396469161776
"379",379,"โรงเรียนมัธยมศึกษา","เหนือ",9,9,0,2,1,0,0,0,1,1,1,2,2,1,3,3,3,2,3,2,1,"ใต้",2,0,0,0,0,2,1,1,1,1,1,2,2,3,5,4,1,1,1,23.131261405453,3,2,2,47.249630121582
"380",380,"โรงเรียนมัธยมศึกษา","เหนือ",8,4,4,2,1,0,0,0,0,0,1,2,3,5,3,4,1,4,2,2,1,"เหนือ",1,1,1,0,1,1,1,3,NA,3,2,3,2,2,2,2,1,1,2,28.4090969263554,3,2,3,49.8810483158245
"381",381,"โรงเรียนมัธยมศึกษา","เหนือ",8,8,0,3,1,1,1,0,0,1,0,2,2,4,NA,3,3,3,1,1,1,"เหนือ",2,0,0,0,1,1,1,1,1,2,1,3,2,2,1,1,1,1,1,33.8214502078697,1,1,NA,38.4314712280451
"382",382,"โรงเรียนมัธยมศึกษา","เหนือ",8,8,0,4,1,0,1,0,1,0,1,2,2,5,4,3,1,1,2,2,1,"เหนือ",1,0,0,1,0,1,1,3,2,3,2,3,3,3,5,1,1,1,1,30.2004045535522,1,3,1,51.8036460584218
"383",383,"โรงเรียนมัธยมศึกษา","เหนือ",8,1,7,2,0,0,0,0,1,1,1,1,3,5,2,4,2,2,1,1,1,"เหนือ",2,0,0,1,0,2,1,1,2,1,2,2,2,3,5,1,1,1,1,30.51598004255,NA,1,1,31.5678807863048
"384",384,"โรงเรียนมัธยมศึกษา","เหนือ",8,8,0,2,0,0,0,0,1,1,0,2,3,3,NA,5,4,2,4,1,1,"เหนือ",2,1,0,1,0,2,1,1,2,2,2,2,2,1,2,1,1,2,1,37.4874343968425,2,2,1,40.6097441552653
"385",385,"โรงเรียนมัธยมศึกษา","เหนือ",8,8,0,4,1,0,1,0,1,1,0,1,2,5,3,4,2,1,3,1,1,"เหนือ",2,0,0,1,0,1,2,3,2,4,2,2,1,2,5,1,3,3,3,47.6031032671915,1,1,2,29.7799319200144
"386",386,"โรงเรียนมัธยมศึกษา","เหนือ",10,10,0,5,0,0,1,1,1,1,0,2,2,2,4,4,2,1,1,1,1,"เหนือ",3,NA,1,1,0,1,3,3,4,3,2,2,2,3,5,3,1,1,1,35.1290432511468,1,1,1,34.0326310694887
"387",387,"โรงเรียนมัธยมศึกษา","เหนือ",7,5,2,2,0,0,1,1,1,1,0,1,3,5,5,5,1,1,1,1,1,"เหนือ",1,0,0,1,1,1,1,1,2,2,2,1,2,1,3,3,1,2,3,37.0267344834452,1,2,3,33.2963815092059
"388",388,"โรงเรียนมัธยมศึกษา","เหนือ",8,8,0,2,0,1,1,0,1,1,0,2,2,4,4,3,1,NA,1,2,1,"อิสาน",1,1,0,0,0,1,1,1,2,1,2,3,3,2,5,5,1,1,1,22.5027964660274,1,1,1,25.0603870072904
"389",389,"โรงเรียนมัธยมศึกษา","เหนือ",9,9,0,4,0,0,1,1,1,0,1,2,2,4,4,3,3,3,3,1,1,"เหนือ",1,1,0,1,1,2,3,2,4,4,3,2,2,2,1,1,2,1,1,36.9381332785013,1,1,1,35.7829710645362
"390",390,"โรงเรียนมัธยมศึกษา","เหนือ",8,7,1,2,0,0,0,0,1,1,0,2,2,NA,3,2,4,4,4,1,1,"เหนือ",2,0,0,1,0,2,1,1,1,1,2,2,1,2,4,5,1,1,1,29.0906842823424,2,2,1,23.357606621541
"391",391,"โรงเรียนมัธยมศึกษา","เหนือ",7,7,0,3,1,0,0,0,1,1,1,2,3,3,4,5,NA,3,4,1,1,"เหนือ",3,1,0,1,1,1,2,3,3,2,4,3,2,2,4,4,2,2,1,26.5896035932711,2,1,2,35.3199170734571
"392",392,"โรงเรียนมัธยมศึกษา","เหนือ",8,0,8,2,0,0,0,0,0,0,0,1,1,1,3,3,2,4,3,1,1,"เหนือ",3,1,0,1,1,2,1,1,2,2,1,2,1,1,1,5,1,2,1,33.3557065842031,1,1,2,28.8190946208612
"393",393,"โรงเรียนมัธยมศึกษา","เหนือ",9,9,0,4,1,0,0,0,1,1,1,2,2,3,NA,2,3,5,3,2,1,"เหนือ",2,NA,0,0,1,1,1,3,3,2,3,2,2,3,5,2,1,1,3,37.4272339235646,1,1,1,11.5112851522116
"394",394,"โรงเรียนมัธยมศึกษา","เหนือ",8,8,0,3,1,0,1,0,0,1,0,2,2,4,3,3,1,NA,3,2,1,"เหนือ",2,1,0,1,0,2,2,3,2,2,2,2,2,2,4,3,1,2,1,31.8386562896193,2,3,3,NA
"395",395,"โรงเรียนมัธยมศึกษา","เหนือ",9,9,0,2,0,1,1,0,1,1,0,2,3,4,NA,5,2,4,1,2,1,"เหนือ",2,1,0,NA,0,2,2,2,3,3,4,2,3,2,5,1,2,2,2,48.0278187992935,3,2,2,51.07023221581
"396",396,"โรงเรียนมัธยมศึกษา","เหนือ",8,8,0,3,1,1,1,1,1,1,1,2,3,4,3,4,5,5,4,2,1,"เหนือ",2,1,0,1,1,1,2,2,5,3,4,2,2,NA,5,3,2,3,3,54.7307361849922,1,2,3,47.0144030584957
"397",397,"โรงเรียนมัธยมศึกษา","เหนือ",8,8,0,3,0,1,0,0,1,1,1,2,3,5,4,NA,5,5,5,1,1,"เหนือ",1,1,1,1,1,2,2,3,2,4,3,2,NA,2,3,4,1,1,1,52.0296575002322,1,2,1,36.8577673136489
"398",398,"โรงเรียนมัธยมศึกษา","เหนือ",8,0,8,1,0,0,0,0,0,0,0,2,3,NA,2,5,3,4,5,2,1,"เหนือ",2,0,0,1,1,1,1,1,2,2,2,3,3,3,4,3,1,1,1,34.1874101505362,1,1,1,29.359649328002
"399",399,"โรงเรียนมัธยมศึกษา","เหนือ",8,8,0,1,0,0,0,1,1,1,0,2,3,5,5,5,5,4,4,1,1,"เหนือ",2,1,0,0,0,1,1,1,2,2,3,2,2,2,5,5,1,1,2,34.1092766372385,2,2,1,39.7499619868254
"400",400,"โรงเรียนมัธยมศึกษา","เหนือ",7,7,0,3,0,1,1,0,0,1,1,3,2,3,2,3,4,NA,5,1,1,"เหนือ",1,1,0,1,0,1,1,3,2,2,2,3,3,3,4,5,1,1,1,12.271931355827,1,1,2,35.1436255679436
"401",401,"โรงเรียนมัธยมศึกษา","เหนือ",7,0,7,1,0,0,0,0,0,0,0,1,3,4,3,4,4,4,5,1,1,"เหนือ",1,1,0,1,0,1,1,1,1,2,2,2,1,2,2,2,1,1,1,37.2709109735521,2,3,1,36.4281337013873
"402",402,"โรงเรียนมัธยมศึกษา","เหนือ",7,7,0,2,0,1,1,0,1,1,0,2,2,2,4,NA,2,1,2,2,1,"เหนือ",1,1,0,1,1,1,1,3,4,3,2,2,2,3,1,4,3,1,3,45.1224946750438,1,1,1,42.5626538706907
"403",403,"โรงเรียนมัธยมศึกษา","เหนือ",7,7,0,3,0,1,0,0,0,1,0,2,2,2,2,3,2,3,3,2,1,"เหนือ",1,0,0,0,0,1,1,1,1,1,1,3,3,2,4,1,1,1,1,7.87756089123545,1,3,1,39.9780484585446
"404",404,"โรงเรียนมัธยมศึกษา","เหนือ",8,8,0,2,0,0,1,0,0,1,1,2,3,3,4,3,5,3,2,2,1,"เหนือ",2,1,0,1,0,1,1,1,1,1,1,3,2,3,2,2,1,1,1,48.8991128881677,1,1,2,42.7586027819479
"405",405,"โรงเรียนมัธยมศึกษา","เหนือ",8,1,7,1,1,1,1,1,1,1,0,2,2,NA,4,5,2,4,3,1,1,"เหนือ",2,0,0,0,1,1,1,1,1,1,1,2,2,NA,5,2,2,1,1,35.7902373480802,2,1,2,28.9922517667158
"406",406,"โรงเรียนมัธยมศึกษา","เหนือ",8,8,0,2,0,0,0,1,1,1,1,2,1,4,5,3,2,NA,4,2,1,"อิสาน",3,1,0,1,0,2,1,3,3,2,3,3,2,2,2,3,2,3,1,42.5025102210771,2,NA,3,60.16921948119
"407",407,"โรงเรียนมัธยมศึกษา","เหนือ",8,8,0,3,1,1,0,0,1,1,1,1,3,5,4,5,2,2,4,1,1,"อิสาน",2,1,0,1,0,1,1,3,3,3,3,2,2,1,2,4,1,1,2,37.9163650516128,1,1,1,30.2192628364233
"408",408,"โรงเรียนมัธยมศึกษา","เหนือ",8,8,0,3,0,1,1,0,0,0,1,1,3,4,4,5,3,2,1,1,1,"เหนือ",1,0,1,1,1,1,1,3,3,3,3,2,2,2,2,1,1,2,1,30.2229792371074,1,1,1,48.0708113683291
"409",409,"โรงเรียนมัธยมศึกษา","เหนือ",8,3,5,2,0,0,1,0,1,1,1,1,2,3,3,4,3,3,5,2,1,"เหนือ",1,0,1,0,1,2,1,1,2,1,1,3,2,2,5,2,1,1,1,23.8742806659999,1,2,1,35.5760581247046
"410",410,"โรงเรียนมัธยมศึกษา","เหนือ",10,10,0,3,1,1,0,0,1,1,1,2,1,NA,4,3,4,5,5,1,1,"เหนือ",1,1,0,1,1,2,1,3,2,2,2,3,4,3,3,1,1,2,2,46.022101151883,2,2,4,47.5146682709065
"411",411,"โรงเรียนมัธยมศึกษา","เหนือ",8,6,2,2,0,1,1,0,1,1,1,2,3,NA,4,5,5,5,5,2,1,"เหนือ",2,0,0,1,0,2,1,1,2,2,3,3,2,2,4,2,1,1,1,41.8269860875775,1,1,1,39.3569954267081
"412",412,"โรงเรียนมัธยมศึกษา","เหนือ",7,4,3,1,0,1,0,0,1,1,1,2,1,3,2,1,3,5,5,1,1,"เหนือ",1,1,0,1,0,1,1,1,1,2,2,2,4,2,2,4,2,1,1,36.1806792634619,1,1,1,30.4506768469894
"413",413,"โรงเรียนมัธยมศึกษา","เหนือ",8,7,1,3,1,1,1,0,0,1,1,2,3,5,4,3,1,1,1,2,1,"เหนือ",1,1,0,1,0,1,1,1,2,2,2,2,3,2,4,5,1,1,2,35.9876035459897,1,2,1,34.5632188888132
